Potential applied (V);Time (s);WE(1).Current (A);WE(1).Potential (V);Scan;Index;Q+;Q-
0.022125244140625;10.0861799745348;-0.00016802978515625;0.0221710205078125;2;1706;;
0.023193359375;10.0883159745295;-0.000167022705078125;0.0232452392578125;2;1707;;
0.024261474609375;10.0904519745241;-0.00016632080078125;0.0243194580078125;2;1708;;
0.02532958984375;10.0925879745187;-0.00016534423828125;0.0253753662109375;2;1709;;
0.026397705078125;10.0947239745133;-0.00016455078125;0.0264434814453125;2;1710;;
0.0274658203125;10.0968599745079;-0.000163787841796875;0.0275177001953125;2;1711;;
0.028533935546875;10.0989959745025;-0.000162872314453125;0.0285919189453125;2;1712;;
0.02960205078125;10.1011319744971;-0.000162078857421875;0.02965087890625;2;1713;;
0.030670166015625;10.1032679744917;-0.000161285400390625;0.03072509765625;2;1714;;
0.03173828125;10.1054039744863;-0.000160400390625;0.03179931640625;2;1715;;
0.032806396484375;10.1075399744809;-0.000159515380859375;0.0328765869140625;2;1716;;
0.03387451171875;10.1096759744755;-0.0001585693359375;0.033917236328125;2;1717;;
0.034942626953125;10.1118119744701;-0.000157867431640625;0.0349945068359375;2;1718;;
0.0360107421875;10.1139479744647;-0.000156829833984375;0.036065673828125;2;1719;;
0.037078857421875;10.1160839744593;-0.000156005859375;0.0371337890625;2;1720;;
0.03814697265625;10.118219974454;-0.000155303955078125;0.03819580078125;2;1721;;
0.039215087890625;10.1203559744486;-0.000154541015625;0.0392669677734375;2;1722;;
0.040283203125;10.1224919744432;-0.000153717041015625;0.04033203125;2;1723;;
0.041351318359375;10.1246279744378;-0.000152923583984375;0.041412353515625;2;1724;;
0.04241943359375;10.1267639744324;-0.0001519775390625;0.042486572265625;2;1725;;
0.043487548828125;10.128899974427;-0.000151092529296875;0.0435546875;2;1726;;
0.0445556640625;10.1310359744216;-0.000150360107421875;0.0446136474609375;2;1727;;
0.045623779296875;10.1331719744162;-0.00014947509765625;0.0456756591796875;2;1728;;
0.04669189453125;10.1353079744108;-0.00014874267578125;0.0467620849609375;2;1729;;
0.047760009765625;10.1374439744054;-0.00014794921875;0.047821044921875;2;1730;;
0.048828125;10.1395799744;-0.000147064208984375;0.0488861083984375;2;1731;;
0.049896240234375;10.1417159743946;-0.000146240234375;0.049896240234375;2;1732;;
0.05096435546875;10.1438519743892;-0.0001453857421875;0.050994873046875;2;1733;;
0.052032470703125;10.1459879743838;-0.000144439697265625;0.052093505859375;2;1734;;
0.0531005859375;10.1481239743784;-0.000143707275390625;0.053131103515625;2;1735;;
0.054168701171875;10.1502599743731;-0.000142852783203125;0.054229736328125;2;1736;;
0.05523681640625;10.1523959743677;-0.000141937255859375;0.055206298828125;2;1737;;
0.056304931640625;10.1545319743623;-0.000141021728515625;0.05633544921875;2;1738;;
0.057373046875;10.1566679743569;-0.000140350341796875;0.057373046875;2;1739;;
0.058441162109375;10.1588039743515;-0.00013934326171875;0.0584716796875;2;1740;;
0.05950927734375;10.1609399743461;-0.000138702392578125;0.059539794921875;2;1741;;
0.060577392578125;10.1630759743407;-0.000137908935546875;0.06060791015625;2;1742;;
0.0616455078125;10.1652119743353;-0.000136993408203125;0.0616455078125;2;1743;;
0.062713623046875;10.1673479743299;-0.000136199951171875;0.062744140625;2;1744;;
0.06378173828125;10.1694839743245;-0.000135345458984375;0.063812255859375;2;1745;;
0.064849853515625;10.1716199743191;-0.000134368896484375;0.064849853515625;2;1746;;
0.06591796875;10.1737559743137;-0.00013360595703125;0.06597900390625;2;1747;;
0.066986083984375;10.1758919743083;-0.00013275146484375;0.0670166015625;2;1748;;
0.06805419921875;10.1780279743029;-0.00013201904296875;0.068115234375;2;1749;;
0.069122314453125;10.1801639742976;-0.000131103515625;0.069122314453125;2;1750;;
0.0701904296875;10.1822999742922;-0.000130157470703125;0.0701904296875;2;1751;;
0.071258544921875;10.1844359742868;-0.00012945556640625;0.071258544921875;2;1752;;
0.07232666015625;10.1865719742814;-0.000128692626953125;0.0723876953125;2;1753;;
0.073394775390625;10.188707974276;-0.000127777099609375;0.073455810546875;2;1754;;
0.074462890625;10.1908439742706;-0.000126953125;0.074493408203125;2;1755;;
0.075531005859375;10.1929799742652;-0.000126007080078125;0.07562255859375;2;1756;;
0.07659912109375;10.1951159742598;-0.00012530517578125;0.076629638671875;2;1757;;
0.077667236328125;10.1972519742544;-0.00012451171875;0.077728271484375;2;1758;;
0.0787353515625;10.199387974249;-0.000123626708984375;0.07879638671875;2;1759;;
0.079803466796875;10.2015239742436;-0.00012274169921875;0.079803466796875;2;1760;;
0.08087158203125;10.2036599742382;-0.00012200927734375;0.080963134765625;2;1761;;
0.081939697265625;10.2057959742328;-0.00012109375;0.082000732421875;2;1762;;
0.0830078125;10.2079319742274;-0.00012017822265625;0.083038330078125;2;1763;;
0.084075927734375;10.2100679742221;-0.00011944580078125;0.084136962890625;2;1764;;
0.08514404296875;10.2122039742167;-0.000118621826171875;0.085174560546875;2;1765;;
0.086212158203125;10.2143399742113;-0.000117767333984375;0.086273193359375;2;1766;;
0.0872802734375;10.2164759742059;-0.000116851806640625;0.087310791015625;2;1767;;
0.088348388671875;10.2186119742005;-0.000115966796875;0.088348388671875;2;1768;;
0.08941650390625;10.2207479741951;-0.000115203857421875;0.089508056640625;2;1769;;
0.090484619140625;10.2228839741897;-0.00011431884765625;0.09051513671875;2;1770;;
0.091552734375;10.2250199741843;-0.00011358642578125;0.091583251953125;2;1771;;
0.092620849609375;10.2271559741789;-0.00011248779296875;0.0926513671875;2;1772;;
0.09368896484375;10.2292919741735;-0.0001116943359375;0.09375;2;1773;;
0.094757080078125;10.2314279741681;-0.00011065673828125;0.094757080078125;2;1774;;
0.0958251953125;10.2335639741627;-0.00010986328125;0.09588623046875;2;1775;;
0.096893310546875;10.2356999741573;-0.000108917236328125;0.096923828125;2;1776;;
0.09796142578125;10.2378359741519;-0.000108062744140625;0.0980224609375;2;1777;;
0.099029541015625;10.2399719741466;-0.00010723876953125;0.09912109375;2;1778;;
0.10009765625;10.2421079741412;-0.0001064453125;0.10015869140625;2;1779;;
0.101165771484375;10.2442439741358;-0.000105560302734375;0.101226806640625;2;1780;;
0.10223388671875;10.2463799741304;-0.000104736328125;0.102264404296875;2;1781;;
0.103302001953125;10.248515974125;-0.000103790283203125;0.1033935546875;2;1782;;
0.1043701171875;10.2506519741196;-0.000102874755859375;0.10443115234375;2;1783;;
0.105438232421875;10.2527879741142;-0.000102020263671875;0.105499267578125;2;1784;;
0.10650634765625;10.2549239741088;-0.000100860595703125;0.1065673828125;2;1785;;
0.107574462890625;10.2570599741034;-0.000100128173828125;0.10760498046875;2;1786;;
0.108642578125;10.259195974098;-9.912109375E-05;0.108642578125;2;1787;;
0.109710693359375;10.2613319740926;-9.8114013671875E-05;0.10980224609375;2;1788;;
0.11077880859375;10.2634679740872;-9.7320556640625E-05;0.110809326171875;2;1789;;
0.111846923828125;10.2656039740818;-9.6343994140625E-05;0.1119384765625;2;1790;;
0.1129150390625;10.2677399740764;-9.5306396484375E-05;0.11297607421875;2;1791;;
0.113983154296875;10.2698759740711;2.44140625E-08;0.1204833984375;2;1792;;
0.11505126953125;10.2720119740657;-5.58471679687506E-08;0.115081787109375;2;1793;;
0.116119384765625;10.2741479740603;-9.1705322265625E-05;0.1162109375;2;1794;;
0.1171875;10.2762839740549;-9.1278076171875E-05;0.11724853515625;2;1795;;
0.118255615234375;10.2784199740495;-9.06982421875E-05;0.11834716796875;2;1796;;
0.11932373046875;10.2805559740441;-8.953857421875E-05;0.119415283203125;2;1797;;
0.120391845703125;10.2826919740387;-8.8836669921875E-05;0.12042236328125;2;1798;;
0.1214599609375;10.2848279740333;-8.758544921875E-05;0.12152099609375;2;1799;;
0.122528076171875;10.2869639740279;-8.6578369140625E-05;0.122589111328125;2;1800;;
0.12359619140625;10.2890999740225;-8.5479736328125E-05;0.1236572265625;2;1801;;
0.124664306640625;10.2912359740171;-8.4564208984375E-05;0.124755859375;2;1802;;
