Potential;Current
0.35794;0.00376
0.35678;0.00375
0.35571;0.00374
0.35468;0.00373
0.35361;0.00372
0.35257;0.00371
0.3515;0.0037
0.35046;0.00369
0.34937;0.00369
0.34833;0.00368
0.34729;0.00367
0.34619;0.00366
0.34518;0.00365
0.34406;0.00364
0.34299;0.00364
0.34192;0.00363
0.34085;0.00362
0.33978;0.00361
0.33875;0.00361
0.33768;0.0036
0.33658;0.00359
0.33551;0.00358
0.33441;0.00358
0.33337;0.00357
0.33234;0.00356
0.33124;0.00356
0.33017;0.00355
0.32907;0.00354
0.32803;0.00353
0.327;0.00353
0.32593;0.00352
0.3248;0.00352
0.32385;0.00351
0.32275;0.0035
0.32166;0.00349
0.32056;0.00349
0.31955;0.00348
0.31848;0.00348
0.31741;0.00347
0.31635;0.00346
0.31525;0.00346
0.31421;0.00345
0.31311;0.00345
0.3121;0.00344
0.31094;0.00344
0.30988;0.00343
0.30884;0.00343
0.30774;0.00342
0.30673;0.00341
0.3056;0.00341
0.30457;0.0034
0.30347;0.0034
0.30246;0.00339
0.30139;0.00339
0.30032;0.00338
0.29919;0.00337
0.29816;0.00337
0.29709;0.00336
0.29605;0.00336
0.29498;0.00335
0.29395;0.00335
0.29282;0.00334
0.29178;0.00334
0.29068;0.00333
0.28964;0.00333
0.2886;0.00332
0.28754;0.00332
0.28647;0.00332
0.2854;0.00331
0.2843;0.00331
0.28326;0.0033
0.28217;0.0033
0.2811;0.00329
0.28003;0.00329
0.27896;0.00328
0.27792;0.00328
0.27682;0.00328
0.27579;0.00327
0.27469;0.00327
0.27362;0.00326
0.27255;0.00326
0.27148;0.00325
0.27045;0.00325
0.26935;0.00324
0.26828;0.00324
0.26721;0.00323
0.2662;0.00323
0.26514;0.00322
0.26404;0.00322
0.263;0.00322
0.2619;0.00321
0.26083;0.00321
0.2598;0.0032
0.2587;0.0032
0.25763;0.0032
0.25659;0.00319
0.25549;0.00319
0.25446;0.00318
0.25339;0.00318
0.25229;0.00318
0.25125;0.00317
0.25015;0.00317
0.24915;0.00317
0.24805;0.00316
0.24698;0.00316
0.24591;0.00315
0.24484;0.00315
0.24377;0.00315
0.24271;0.00314
0.2417;0.00314
0.24057;0.00313
0.2395;0.00313
0.23843;0.00313
0.2374;0.00312
0.23633;0.00312
0.2352;0.00312
0.23416;0.00311
0.23309;0.00311
0.23203;0.0031
0.23096;0.0031
0.22992;0.0031
0.22885;0.00309
0.22778;0.00309
0.22675;0.00309
0.22562;0.00308
0.22458;0.00308
0.22354;0.00307
0.2225;0.00307
0.22134;0.00307
0.22031;0.00306
0.21924;0.00306
0.21814;0.00306
0.21716;0.00305
0.21606;0.00305
0.21497;0.00305
0.21393;0.00304
0.21286;0.00304
0.21176;0.00303
0.21072;0.00303
0.20963;0.00303
0.20862;0.00302
0.20752;0.00302
0.20648;0.00302
0.20535;0.00301
0.20432;0.00301
0.20325;0.00301
0.20218;0.003
0.20111;0.003
0.19998;0.003
0.19897;0.00299
0.19785;0.00299
0.19678;0.00299
0.19577;0.00298
0.19473;0.00298
0.1936;0.00298
0.19257;0.00297
0.19147;0.00297
0.19046;0.00297
0.18939;0.00297
0.18829;0.00296
0.18723;0.00296
0.18619;0.00296
0.18512;0.00295
0.18405;0.00295
0.18295;0.00295
0.18188;0.00294
0.18085;0.00294
0.17972;0.00294
0.17871;0.00293
0.17764;0.00293
0.17657;0.00293
0.17554;0.00293
0.17441;0.00292
0.17334;0.00292
0.1723;0.00291
0.17123;0.00291
0.1702;0.00291
0.1691;0.00291
0.16806;0.0029
0.16702;0.0029
0.16586;0.0029
0.16476;0.0029
0.16376;0.0029
0.16269;0.00289
0.16162;0.00289
0.16052;0.00289
0.15945;0.00288
0.15842;0.00288
0.15735;0.00288
0.15628;0.00288
0.15524;0.00287
0.15414;0.00287
0.15308;0.00287
0.15204;0.00287
0.15094;0.00286
0.1499;0.00286
0.1488;0.00286
0.14771;0.00286
0.14673;0.00285
0.14566;0.00285
0.14453;0.00285
0.14349;0.00284
0.14246;0.00284
0.14136;0.00284
0.14032;0.00284
0.13919;0.00284
0.13815;0.00283
0.13705;0.00283
0.13605;0.00283
0.13492;0.00283
0.13388;0.00282
0.13284;0.00282
0.13177;0.00282
0.13068;0.00282
0.12967;0.00281
0.12851;0.00281
0.12753;0.00281
0.12643;0.00281
0.12534;0.00281
0.12424;0.0028
0.12326;0.0028
0.12216;0.0028
0.12106;0.0028
0.12;0.0028
0.1189;0.00279
0.11789;0.00279
0.11679;0.00279
0.11572;0.00279
0.11469;0.00278
0.11362;0.00278
0.11255;0.00278
0.11151;0.00278
0.11038;0.00277
0.10938;0.00277
0.10831;0.00277
0.10724;0.00277
0.10611;0.00277
0.1051;0.00276
0.1041;0.00276
0.10294;0.00276
0.10184;0.00276
0.1008;0.00275
0.09973;0.00275
0.09866;0.00275
0.09763;0.00274
0.0965;0.00274
0.09549;0.00274
0.09442;0.00274
0.09335;0.00274
0.09225;0.00273
0.09119;0.00273
0.09012;0.00273
0.08911;0.00273
0.08795;0.00273
0.08694;0.00273
0.08585;0.00272
0.08478;0.00272
0.08374;0.00272
0.08267;0.00272
0.08163;0.00272
0.08051;0.00271
0.0795;0.00271
0.0784;0.00271
0.0773;0.00271
0.07623;0.00271
0.0752;0.0027
0.07413;0.0027
0.07306;0.0027
0.07199;0.0027
0.07095;0.00269
0.06979;0.00269
0.06879;0.00269
0.06775;0.00269
0.06665;0.00268
0.06561;0.00268
0.06448;0.00268
0.06348;0.00268
0.06241;0.00267
0.06131;0.00267
0.06027;0.00267
0.0592;0.00267
0.05817;0.00267
0.05704;0.00266
0.05594;0.00266
0.0549;0.00266
0.05392;0.00265
0.05276;0.00265
0.05176;0.00264
0.0506;0.00264
0.05003;0.00264
0.04897;0.00264
0.04789;0.00264
0.04682;0.00264
0.04576;0.00263
0.04469;0.00263
0.04362;0.00263
0.04254;0.00263
0.04149;0.00263
0.04041;0.00263
0.03934;0.00263
0.03827;0.00262
0.03721;0.00262
0.03614;0.00262
0.03508;0.00262
0.03401;0.00262
0.03294;0.00262
0.03187;0.00262
0.03081;0.00261
0.02975;0.00261
0.02867;0.00261
0.0276;0.00261
0.02653;0.0026
0.02545;0.0026
0.0244;0.0026
0.02333;0.0026
0.02225;0.0026
0.02118;0.0026
0.02011;0.0026
0.01905;0.00259
0.01797;0.00259
0.01691;0.00259
0.01585;0.00259
0.01478;0.00259
0.0137;0.00259
0.01263;0.00258
0.01157;0.00258
0.0105;0.00258
0.00942;0.00258
0.00836;0.00258
0.00728;0.00258
0.00623;0.00258
0.00514;0.00258
0.00409;0.00257
0.00302;0.00257
0.00194;0.00257
8.75854e-4;0.00257
-2.01416e-4;0.00257
-0.00127;0.00257
-0.00233;0.00256
-0.00341;0.00256
-0.00448;0.00256
-0.00554;0.00256
-0.00659;0.00256
-0.00768;0.00256
-0.00874;0.00256
-0.00982;0.00256
-0.01089;0.00255
-0.01195;0.00255
-0.01301;0.00255
-0.01409;0.00255
-0.01517;0.00255
-0.01622;0.00255
-0.0173;0.00255
-0.01836;0.00254
-0.01944;0.00254
-0.02051;0.00254
-0.02158;0.00254
-0.02265;0.00254
-0.02372;0.00254
-0.02479;0.00254
-0.02585;0.00254
-0.02692;0.00253
-0.02799;0.00253
-0.02905;0.00253
-0.03013;0.00253
-0.03119;0.00253
-0.03227;0.00253
-0.03334;0.00253
-0.0344;0.00253
-0.03547;0.00253
-0.03653;0.00252
-0.03761;0.00252
-0.03868;0.00252
-0.03975;0.00252
-0.04081;0.00252
-0.04187;0.00252
-0.04295;0.00252
-0.04401;0.00252
-0.04508;0.00251
-0.04617;0.00251
-0.04722;0.00251
-0.04829;0.00251
-0.04968;0.00251
-0.05072;0.00251
-0.05179;0.00251
-0.05289;0.00251
-0.05396;0.00251
-0.05502;0.00251
-0.05609;0.00251
-0.05716;0.00251
-0.05823;0.00251
-0.0593;0.00251
-0.06036;0.00251
-0.06143;0.00251
-0.06256;0.00251
-0.0636;0.00251
-0.06464;0.00251
-0.06577;0.0025
-0.06674;0.0025
-0.06784;0.0025
-0.06888;0.0025
-0.06998;0.0025
-0.07104;0.0025
-0.07208;0.0025
-0.07321;0.0025
-0.07422;0.0025
-0.07532;0.0025
-0.07642;0.0025
-0.07742;0.00249
-0.07852;0.00249
-0.07959;0.00249
-0.08066;0.00249
-0.08173;0.00249
-0.08282;0.00249
-0.08386;0.00249
-0.08496;0.00249
-0.08603;0.00249
-0.08707;0.00249
-0.08817;0.00249
-0.08914;0.00249
-0.0903;0.00249
-0.09134;0.00249
-0.09244;0.00249
-0.09348;0.00249
-0.09451;0.00249
-0.09561;0.00249
-0.09668;0.00249
-0.09775;0.00249
-0.09882;0.00249
-0.09985;0.0025
-0.10095;0.0025
-0.10202;0.0025
-0.10306;0.0025
-0.10416;0.0025
-0.10522;0.0025
-0.10629;0.00249
-0.10736;0.00249
-0.10846;0.00249
-0.1095;0.00249
-0.11053;0.00249
-0.1116;0.00249
-0.11273;0.00249
-0.11383;0.00249
-0.11484;0.0025
-0.11591;0.0025
-0.11697;0.0025
-0.11807;0.0025
-0.11911;0.0025
-0.12015;0.0025
-0.12125;0.0025
-0.12231;0.0025
-0.12338;0.0025
-0.12445;0.0025
-0.12552;0.0025
-0.12659;0.0025
-0.12762;0.0025
-0.12875;0.0025
-0.12979;0.0025
-0.13086;0.0025
-0.1319;0.0025
-0.13303;0.0025
-0.13403;0.0025
-0.13513;0.0025
-0.1362;0.0025
-0.13724;0.0025
-0.13831;0.0025
-0.13937;0.0025
-0.1405;0.0025
-0.14157;0.0025
-0.14258;0.0025
-0.14371;0.0025
-0.14474;0.0025
-0.14581;0.00251
-0.14688;0.0025
-0.14795;0.0025
-0.14905;0.00251
-0.15005;0.00251
-0.15115;0.00251
-0.15225;0.00251
-0.15326;0.00251
-0.15442;0.00251
-0.15543;0.00251
-0.15649;0.00251
-0.15753;0.00252
-0.15863;0.00252
-0.15973;0.00252
-0.16074;0.00252
-0.16183;0.00253
-0.1629;0.00253
-0.16394;0.00253
-0.16501;0.00253
-0.16611;0.00254
-0.16721;0.00254
-0.16818;0.00254
-0.16931;0.00254
-0.17038;0.00255
-0.17145;0.00255
-0.17249;0.00255
-0.17355;0.00256
-0.17462;0.00256
-0.17572;0.00256
-0.17682;0.00256
-0.17783;0.00257
-0.17892;0.00257
-0.17999;0.00257
-0.18106;0.00258
-0.18213;0.00258
-0.1832;0.00259
-0.18427;0.00259
-0.18536;0.00259
-0.1864;0.0026
-0.18747;0.0026
-0.18854;0.00261
-0.18961;0.00261
-0.19064;0.00261
-0.19174;0.00262
-0.19281;0.00262
-0.19388;0.00263
-0.19495;0.00264
-0.19595;0.00264
-0.19708;0.00265
-0.19818;0.00265
-0.19922;0.00266
-0.20029;0.00267
-0.20135;0.00267
-0.20245;0.00268
-0.20352;0.00268
-0.20456;0.00269
-0.20566;0.0027
-0.20667;0.0027
-0.20779;0.00271
-0.20883;0.00272
-0.20993;0.00273
-0.211;0.00274
-0.21201;0.00275
-0.21313;0.00276
-0.2142;0.00277
-0.21524;0.00278
-0.21631;0.00279
-0.21744;0.0028
-0.21851;0.00281
-0.21951;0.00282
-0.22061;0.00283
-0.22171;0.00284
-0.22275;0.00285
-0.22382;0.00286
-0.22491;0.00287
-0.22598;0.00289
-0.22705;0.0029
-0.22809;0.00291
-0.22925;0.00293
-0.23022;0.00294
-0.23132;0.00296
-0.23242;0.00298
-0.23343;0.003
-0.23453;0.00302
-0.23557;0.00303
-0.23669;0.00305
-0.23776;0.00307
-0.23886;0.00309
-0.23987;0.00312
-0.24094;0.00314
-0.24203;0.00316
-0.2431;0.00318
-0.24417;0.0032
-0.24524;0.00322
-0.24634;0.00325
-0.24741;0.00328
-0.24844;0.0033
-0.24954;0.00333
-0.25061;0.00336
-0.25174;0.00339
-0.25275;0.00343
-0.25385;0.00346
-0.25488;0.0035
-0.25604;0.00354
-0.25711;0.00358
-0.25812;0.00362
-0.25922;0.00366
-0.26031;0.0037
-0.26135;0.00375
-0.26245;0.00379
-0.26355;0.00384
-0.26459;0.00389
-0.26566;0.00394
-0.26678;0.00399
-0.26785;0.00404
-0.26892;0.0041
-0.27005;0.00415
-0.27106;0.00421
-0.27213;0.00426
-0.27325;0.00431
-0.27432;0.00436
-0.27542;0.00441
-0.2764;0.00446
-0.27756;0.00451
-0.27863;0.00455
-0.27972;0.00459
-0.28079;0.00463
-0.28186;0.00467
-0.2829;0.0047
-0.28397;0.00473
-0.28506;0.00475
-0.2861;0.00478
-0.28717;0.0048
-0.28836;0.00481
-0.2894;0.00483
-0.29044;0.00484
-0.29147;0.00485
-0.29263;0.00486
-0.29367;0.00486
-0.29468;0.00487
-0.29584;0.00487
-0.29688;0.00487
-0.29791;0.00487
-0.29898;0.00487
-0.30008;0.00487
-0.30109;0.00486
-0.30215;0.00486
-0.30325;0.00485
-0.30429;0.00485
-0.30539;0.00484
-0.30643;0.00484
-0.30756;0.00483
-0.30862;0.00482
-0.30963;0.00482
-0.31067;0.00481
-0.31177;0.0048
-0.31287;0.00479
-0.31393;0.00478
-0.31506;0.00477
-0.3161;0.00476
-0.31711;0.00475
-0.31821;0.00474
-0.31931;0.00473
-0.32034;0.00472
-0.32138;0.00471
-0.32248;0.0047
-0.32355;0.00469
-0.32465;0.00468
-0.32565;0.00466
-0.32675;0.00465
-0.32785;0.00464
-0.32886;0.00463
-0.3299;0.00461
-0.33102;0.0046
-0.33206;0.00459
-0.33313;0.00457
-0.3342;0.00456
-0.33524;0.00455
-0.33627;0.00453
-0.33737;0.00452
-0.33847;0.0045
-0.33951;0.00449
-0.34061;0.00447
-0.34167;0.00445
-0.34274;0.00444
-0.34381;0.00442
-0.34479;0.0044
-0.34589;0.00439
-0.34698;0.00437
-0.34805;0.00435
-0.34909;0.00433
-0.35016;0.00432
-0.35129;0.0043
-0.35229;0.00428
-0.35336;0.00426
-0.3544;0.00424
-0.3555;0.00422
-0.35648;0.0042
-0.3576;0.00418
-0.35867;0.00416
-0.35974;0.00414
-0.36081;0.00411
-0.36188;0.00409
-0.36295;0.00407
-0.36395;0.00405
-0.36508;0.00403
-0.36612;0.004
-0.36719;0.00398
-0.36829;0.00396
-0.36935;0.00393
-0.37036;0.00391
-0.37143;0.00389
-0.3725;0.00386
-0.3736;0.00384
-0.37463;0.00381
-0.37573;0.00379
-0.37677;0.00377
-0.37778;0.00374
-0.37888;0.00372
-0.37991;0.00369
-0.38104;0.00367
-0.38208;0.00364
-0.38315;0.00362
-0.38419;0.00359
-0.38535;0.00357
-0.38635;0.00354
-0.38742;0.00352
-0.38846;0.00349
-0.3895;0.00347
-0.39056;0.00344
-0.39166;0.00342
-0.39276;0.00339
-0.39383;0.00337
-0.39487;0.00334
-0.39594;0.00332
-0.39697;0.00329
-0.39801;0.00327
-0.39908;0.00324
-0.40018;0.00322
-0.40125;0.00319
-0.40228;0.00317
-0.40338;0.00314
-0.40439;0.00312
-0.40549;0.0031
-0.40656;0.00307
-0.40759;0.00305
-0.4086;0.00302
-0.40973;0.003
-0.41077;0.00298
-0.41183;0.00295
-0.41293;0.00293
-0.41394;0.0029
-0.41504;0.00288
-0.41611;0.00286
-0.41714;0.00283
-0.41827;0.00281
-0.41928;0.00279
-0.42038;0.00276
-0.42142;0.00274
-0.42255;0.00272
-0.42358;0.0027
-0.42459;0.00267
-0.42575;0.00265
-0.42679;0.00263
-0.4278;0.00261
-0.42886;0.00258
-0.42996;0.00256
-0.43103;0.00254
-0.43207;0.00252
-0.43314;0.00249
-0.43417;0.00247
-0.43521;0.00245
-0.43634;0.00243
-0.43741;0.00241
-0.43848;0.00239
-0.43954;0.00237
-0.44058;0.00234
-0.44165;0.00232
-0.44275;0.0023
-0.44382;0.00228
-0.44482;0.00226
-0.44592;0.00224
-0.44699;0.00222
-0.44803;0.0022
-0.44913;0.00218
-0.4502;0.00216
-0.45129;0.00214
-0.45233;0.00212
-0.45343;0.0021
-0.45447;0.00208
-0.45557;0.00206
-0.45657;0.00204
-0.45758;0.00202
-0.45871;0.002
-0.45984;0.00198
-0.46088;0.00196
-0.46188;0.00194
-0.46298;0.00192
-0.46408;0.0019
-0.46509;0.00188
-0.46619;0.00187
-0.46722;0.00185
-0.46829;0.00183
-0.46942;0.00181
-0.47049;0.00179
-0.47153;0.00177
-0.47253;0.00176
-0.4736;0.00174
-0.4747;0.00172
-0.4758;0.0017
-0.47687;0.00168
-0.47787;0.00167
-0.47897;0.00165
-0.48007;0.00163
-0.48114;0.00161
-0.48218;0.0016
-0.48322;0.00158
-0.48428;0.00156
-0.48535;0.00155
-0.48639;0.00153
-0.48752;0.00151
-0.48865;0.0015
-0.48969;0.00148
-0.49069;0.00146
-0.49176;0.00145
-0.49286;0.00143
-0.49393;0.00142
-0.49493;0.0014
-0.496;0.00138
-0.4971;0.00137
-0.4982;0.00135
-0.49924;0.00134
-0.50034;0.00132
-0.5014;0.00131
-0.50241;0.00129
-0.50354;0.00128
-0.50458;0.00126
-0.50562;0.00125
-0.50671;0.00123
-0.50778;0.00122
-0.50882;0.00121
-0.50989;0.00119
-0.51089;0.00118
-0.51202;0.00116
-0.51312;0.00115
-0.51416;0.00113
-0.51526;0.00112
-0.5163;0.00111
-0.51733;0.00109
-0.51837;0.00108
-0.51953;0.00107
-0.52054;0.00105
-0.52161;0.00104
-0.52267;0.00103
-0.52377;0.00101
-0.52484;0.001
-0.52588;9.8938e-4
-0.52695;9.76563e-4
-0.52805;9.64355e-4
-0.52905;9.51843e-4
-0.53018;9.39636e-4
-0.53125;9.27429e-4
-0.53229;9.15222e-4
-0.53336;9.0332e-4
-0.53445;8.91418e-4
-0.53549;8.79822e-4
-0.53659;8.68225e-4
-0.5376;8.56323e-4
-0.53873;8.45337e-4
-0.53976;8.34045e-4
-0.54083;8.22754e-4
-0.5419;8.11462e-4
-0.54294;8.00476e-4
-0.54404;7.8949e-4
-0.54514;7.78809e-4
-0.5462;7.68127e-4
-0.54721;7.57446e-4
-0.54828;7.46765e-4
-0.54944;7.36694e-4
-0.55048;7.26318e-4
-0.55151;7.15942e-4
-0.55255;7.05872e-4
-0.55362;6.95801e-4
-0.55475;6.86035e-4
-0.55579;6.7627e-4
-0.55682;6.66199e-4
-0.55792;6.56738e-4
-0.55899;6.47278e-4
-0.56009;6.37817e-4
-0.56107;6.28357e-4
-0.56219;6.18896e-4
-0.56329;6.10046e-4
-0.5643;6.00891e-4
-0.56543;5.91736e-4
-0.56647;5.82886e-4
-0.5675;5.74036e-4
-0.56863;5.65186e-4
-0.56964;5.56641e-4
-0.57071;5.48401e-4
-0.57178;5.39856e-4
-0.57291;5.31616e-4
-0.57391;5.23376e-4
-0.57498;5.15137e-4
-0.57605;5.06897e-4
-0.57715;4.98657e-4
-0.57816;4.90784e-4
-0.57916;4.82849e-4
-0.58029;4.7522e-4
-0.58133;4.6759e-4
-0.5824;4.60083e-4
-0.58344;4.52454e-4
-0.58459;4.44946e-4
-0.58557;4.37683e-4
-0.58664;4.30603e-4
-0.58771;4.23401e-4
-0.58878;4.16046e-4
-0.58987;4.09149e-4
-0.59097;4.02405e-4
-0.59201;3.95508e-4
-0.59305;3.8858e-4
-0.59415;3.81744e-4
-0.59515;3.75214e-4
-0.59625;3.68652e-4
-0.59738;3.62183e-4
-0.59842;3.55652e-4
-0.59952;3.49243e-4
-0.60056;3.42987e-4
-0.60159;3.37067e-4
-0.60266;3.30902e-4
-0.60373;3.24677e-4
-0.60483;3.18695e-4
-0.6059;3.12714e-4
-0.60693;3.07037e-4
-0.608;3.0127e-4
-0.6091;2.9541e-4
-0.61014;2.89825e-4
-0.61124;2.84393e-4
-0.61234;2.78839e-4
-0.61334;2.73376e-4
-0.61441;2.67883e-4
-0.61554;2.6239e-4
-0.61661;2.57233e-4
-0.61761;2.52167e-4
-0.61877;2.46948e-4
-0.61975;2.4176e-4
-0.62082;2.36786e-4
-0.62189;2.31873e-4
-0.62296;2.2699e-4
-0.62408;2.22229e-4
-0.62509;2.17255e-4
-0.62616;2.12646e-4
-0.62729;2.08069e-4
-0.62836;2.03491e-4
-0.62936;1.98944e-4
-0.63037;1.94458e-4
-0.63147;1.89972e-4
-0.63257;1.8576e-4
-0.63361;1.81427e-4
-0.6347;1.77032e-4
-0.6358;1.72852e-4
-0.63684;1.68701e-4
-0.63788;1.64642e-4
-0.63901;1.60736e-4
-0.64008;1.56647e-4
-0.64108;1.52679e-4
-0.64215;1.48682e-4
-0.64319;1.44958e-4
-0.64432;1.41174e-4
-0.64536;1.3736e-4
-0.64642;1.33667e-4
-0.64749;1.30005e-4
-0.64859;1.26465e-4
-0.64963;1.23047e-4
-0.65073;1.19415e-4
-0.65176;1.15814e-4
-0.65289;1.12549e-4
-0.65393;1.09192e-4
-0.655;1.05896e-4
-0.6561;1.02509e-4
-0.6571;9.93652e-5
-0.65817;9.61304e-5
-0.65927;9.30481e-5
-0.66031;9.00574e-5
-0.66141;8.69141e-5
-0.66254;8.36487e-5
-0.66367;8.06885e-5
-0.6647;7.79114e-5
-0.66583;7.51038e-5
-0.66687;7.2113e-5
-0.66794;6.92749e-5
-0.66904;6.64978e-5
-0.67004;6.39038e-5
-0.67111;6.12793e-5
-0.67218;5.85327e-5
-0.67325;5.58167e-5
-0.67432;5.33447e-5
-0.67538;5.08423e-5
-0.67642;4.83093e-5
-0.67749;4.57153e-5
-0.67856;4.33105e-5
-0.67957;4.10553e-5
-0.68063;3.86841e-5
-0.68173;3.6377e-5
-0.68274;3.39996e-5
-0.68384;3.16467e-5
-0.68491;2.96112e-5
-0.68597;2.74872e-5
-0.68701;2.52441e-5
-0.68811;2.3056e-5
-0.68918;2.10022e-5
-0.69022;1.91101e-5
-0.69131;1.71387e-5
-0.69238;1.50482e-5
-0.69342;1.29639e-5
-0.69449;1.10382e-5
-0.69556;9.32312e-6
-0.69662;7.4585e-6
-0.69763;5.56641e-6
-0.69873;3.66821e-6
-0.69983;1.89209e-6
-0.7009;-6.16455e-8
-0.7019;-1.73645e-6
-0.70297;-3.60718e-6
-0.70401;-5.13611e-6
-0.70508;-6.88782e-6
-0.70609;-8.35876e-6
-0.70718;-9.9762e-6
-0.70819;-1.15753e-5
-0.70923;-1.31317e-5
-0.71027;-1.46576e-5
-0.7113;-1.61224e-5
-0.7124;-1.75598e-5
-0.71338;-1.91345e-5
-0.71445;-2.05933e-5
-0.71552;-2.19727e-5
-0.71652;-2.32849e-5
-0.71759;-2.45697e-5
-0.71857;-2.60071e-5
-0.71964;-2.74811e-5
-0.72067;-2.86682e-5
-0.7218;-2.99347e-5
-0.72278;-3.10974e-5
-0.72437;-3.20801e-5
-0.72537;-3.34106e-5
-0.7265;-3.4671e-5
-0.72754;-3.573e-5
-0.72855;-3.68347e-5
-0.72968;-3.815e-5
-0.73068;-3.93616e-5
-0.73181;-4.04419e-5
-0.73291;-4.15619e-5
-0.73398;-4.25018e-5
-0.73502;-4.37103e-5
-0.73602;-4.47876e-5
-0.73715;-4.57458e-5
-0.73822;-4.67224e-5
-0.73929;-4.77295e-5
-0.74036;-4.88281e-5
-0.74142;-4.98657e-5
-0.74243;-5.05676e-5
-0.74353;-5.16357e-5
-0.74463;-5.24902e-5
-0.74567;-5.35583e-5
-0.7467;-5.45349e-5
-0.7478;-5.52368e-5
-0.74887;-5.60608e-5
-0.74988;-5.70679e-5
-0.75165;-5.79834e-5
-0.75256;-5.89294e-5
-0.75348;-5.96924e-5
-0.75531;-6.03943e-5
-0.75592;-6.12793e-5
-0.75684;-6.21338e-5
-0.75775;-6.29272e-5
-0.75928;-6.36292e-5
-0.76019;-6.44531e-5
-0.7608;-6.53076e-5
-0.76263;-6.604e-5
-0.76324;-6.68335e-5
-0.76416;-6.73828e-5
-0.76508;-6.81763e-5
-0.7666;-6.90308e-5
-0.76782;-6.96411e-5
-0.76813;-7.03735e-5
-0.76996;-7.10144e-5
-0.77087;-7.16553e-5
-0.77209;-7.25098e-5
-0.77301;-7.32117e-5
-0.77362;-7.3822e-5
-0.77515;-7.44324e-5
-0.77606;-7.49817e-5
-0.77728;-7.57751e-5
-0.77789;-7.65076e-5
-0.77972;-7.70874e-5
-0.78064;-7.76978e-5
-0.78156;-7.82776e-5
-0.78278;-7.89795e-5
-0.784;-7.95288e-5
-0.78491;-8.00476e-5
-0.78583;-8.07495e-5
-0.78644;-8.11768e-5
-0.78827;-8.19092e-5
-0.78888;-8.25195e-5
-0.7901;-8.31299e-5
-0.79132;-8.37402e-5
-0.79224;-8.41675e-5
-0.79376;-8.48694e-5
-0.79437;-8.54492e-5
-0.79498;-8.60291e-5
-0.79651;-8.64258e-5
-0.79773;-8.70361e-5
-0.79865;-8.7677e-5
-0.79987;-8.83484e-5
-0.80048;-8.87146e-5
-0.802;-8.9325e-5
-0.80322;-8.98132e-5
-0.80444;-9.03625e-5
-0.80505;-9.09729e-5
-0.80597;-9.13696e-5
-0.80719;-9.17969e-5
-0.80872;-9.24683e-5
-0.80933;-9.29565e-5
-0.81055;-9.36584e-5
-0.81116;-9.39941e-5
-0.81207;-9.45435e-5
-0.81329;-9.50317e-5
-0.81512;-9.57336e-5
-0.81573;-9.60999e-5
-0.81757;-9.65271e-5
-0.81757;-9.69238e-5
-0.81909;-9.75952e-5
-0.82001;-9.81445e-5
-0.82153;-9.85718e-5
-0.82184;-9.8999e-5
-0.82336;-9.94873e-5
-0.82428;-1.00128e-4
-0.8255;-1.00616e-4
-0.82611;-1.01105e-4
-0.82764;-1.01471e-4
-0.82825;-1.01898e-4
-0.82947;-1.02631e-4
-0.83069;-1.0318e-4
-0.83191;-1.03668e-4
-0.83282;-1.04034e-4
-0.83374;-1.04462e-4
-0.83466;-1.05164e-4
-0.83588;-1.05591e-4
-0.83679;-1.0611e-4
-0.83832;-1.06567e-4
-0.83923;-1.07025e-4
-0.84076;-1.07727e-4
-0.84167;-1.08154e-4
-0.84259;-1.08612e-4
-0.84351;-1.091e-4
-0.84473;-1.09619e-4
-0.84595;-1.10168e-4
-0.84656;-1.10748e-4
-0.84839;-1.11145e-4
-0.849;-1.11694e-4
-0.84961;-1.12183e-4
-0.85114;-1.12885e-4
-0.85144;-1.13464e-4
-0.85297;-1.13831e-4
-0.85388;-1.1438e-4
-0.8551;-1.1496e-4
-0.85632;-1.15631e-4
-0.85754;-1.16272e-4
-0.85846;-1.16669e-4
-0.85968;-1.17279e-4
-0.8606;-1.17828e-4
-0.86182;-1.18469e-4
-0.86273;-1.19019e-4
-0.86334;-1.19446e-4
-0.86517;-1.20026e-4
-0.86548;-1.20667e-4
-0.867;-1.21338e-4
-0.86761;-1.21918e-4
-0.86914;-1.22467e-4
-0.86975;-1.23047e-4
-0.87128;-1.23718e-4
-0.87219;-1.24359e-4
-0.87311;-1.25061e-4
-0.87433;-1.2561e-4
-0.87524;-1.26099e-4
-0.87677;-1.26953e-4
-0.87769;-1.27533e-4
-0.8786;-1.28235e-4
-0.88013;-1.28754e-4
-0.88074;-1.29333e-4
-0.88226;-1.30066e-4
-0.88287;-1.30768e-4
-0.8844;-1.3147e-4
-0.88531;-1.32019e-4
-0.88593;-1.32568e-4
-0.88745;-1.33362e-4
-0.88806;-1.34094e-4
-0.88959;-1.34705e-4
-0.8905;-1.35406e-4
-0.89172;-1.35986e-4
-0.89264;-1.3678e-4
-0.89386;-1.37665e-4
-0.89508;-1.38184e-4
-0.89569;-1.38855e-4
-0.89691;-1.39526e-4
-0.89783;-1.40289e-4
-0.89874;-1.40991e-4
-0.89996;-1.41663e-4
-0.90149;-1.42365e-4
-0.9024;-1.43097e-4
-0.90302;-1.43951e-4
-0.90424;-1.44714e-4
-0.90576;-1.45325e-4
-0.90637;-1.46118e-4
-0.9079;-1.46881e-4
-0.90912;-1.47827e-4
-0.90942;-1.48651e-4
