0RPM	0RPM	0RPM	100RPM	100RPM	100RPM	400RPM	400RPM	400RPM	900RPM	900RPM	900RPM	1600RPM	1600RPM	1600RPM	2500RPM	2500RPM	2500RPM
0.253906	-1.1438E-4	1.58539E-7	0.253906	-1.23718E-4	1.00586E-5	0.253906	-1.24817E-4	1.07758E-5	0.253906	-1.40381E-4	2.10938E-5	0.253906	-1.64795E-4	3.15735E-5	0.253906	-1.77094E-4	3.56384E-5
0.251465	-1.19904E-4	3.09753E-7	0.251465	-1.29974E-4	1.12213E-5	0.251465	-1.31439E-4	1.23169E-5	0.251465	-1.48621E-4	2.1582E-5	0.251465	-1.73462E-4	3.26782E-5	0.251465	-1.86584E-4	3.80554E-5
0.249023	-1.26373E-4	1.14929E-7	0.249023	-1.37177E-4	1.13098E-5	0.249023	-1.38489E-4	1.23901E-5	0.249023	-1.56281E-4	2.38007E-5	0.249023	-1.82709E-4	3.39691E-5	0.249023	-1.9632E-4	3.91083E-5
0.246582	-1.32324E-4	3.46985E-7	0.246582	-1.44257E-4	1.26984E-5	0.246582	-1.45844E-4	1.38458E-5	0.246582	-1.64795E-4	2.45544E-5	0.246582	-1.91254E-4	3.51593E-5	0.246582	-2.06482E-4	4.18488E-5
0.244141	-1.38916E-4	7.47681E-8	0.244141	-1.51398E-4	1.27869E-5	0.244141	-1.52924E-4	1.39954E-5	0.244141	-1.72974E-4	2.63123E-5	0.244141	-2.01813E-4	3.81683E-5	0.244141	-2.15942E-4	4.25903E-5
0.241699	-1.4505E-4	3.92151E-7	0.241699	-1.58844E-4	1.41602E-5	0.241699	-1.60736E-4	1.53625E-5	0.241699	-1.81305E-4	2.72278E-5	0.241699	-2.11273E-4	4.03961E-5	0.241699	-2.26013E-4	4.40918E-5
0.239258	-1.51703E-4	6.23169E-8	0.239258	-1.65985E-4	1.44379E-5	0.239258	-1.67633E-4	1.57623E-5	0.239258	-1.90643E-4	2.94281E-5	0.239258	-2.22351E-4	4.20624E-5	0.239258	-2.35291E-4	4.58679E-5
0.236816	-1.58295E-4	3.94287E-7	0.236816	-1.74164E-4	1.58508E-5	0.236816	-1.76331E-4	1.7276E-5	0.236816	-1.98822E-4	3.02338E-5	0.236816	-2.31354E-4	4.34052E-5	0.236816	-2.46979E-4	4.88586E-5
0.234375	-1.64886E-4	8.94775E-8	0.234375	-1.81213E-4	1.63879E-5	0.234375	-1.83258E-4	1.82312E-5	0.234375	-2.08527E-4	3.21198E-5	0.234375	-2.42645E-4	4.55139E-5	0.234375	-2.58026E-4	5.31921E-5
0.231934	-1.71722E-4	3.55225E-7	0.231934	-1.89972E-4	1.75507E-5	0.231934	-1.92322E-4	1.92078E-5	0.231934	-2.16736E-4	3.32642E-5	0.231934	-2.5293E-4	4.84924E-5	0.231934	-2.70721E-4	5.45349E-5
0.229492	-1.78162E-4	1.34277E-7	0.229492	-1.97021E-4	1.85669E-5	0.229492	-1.9931E-4	2.04712E-5	0.229492	-2.26501E-4	3.43781E-5	0.229492	-2.64526E-4	5.01709E-5	0.229492	-2.81555E-4	5.68237E-5
0.227051	-1.85272E-4	2.89917E-7	0.227051	-2.05933E-4	1.95282E-5	0.227051	-2.08344E-4	2.10449E-5	0.227051	-2.35077E-4	3.6377E-5	0.227051	-2.75238E-4	5.31311E-5	0.227051	-2.94037E-4	5.83496E-5
0.224609	-1.9162E-4	2.16278E-7	0.224609	-2.12952E-4	2.07245E-5	0.224609	-2.15424E-4	2.2348E-5	0.224609	-2.45453E-4	3.80157E-5	0.224609	-2.86255E-4	5.40466E-5	0.224609	-3.05298E-4	6.09741E-5
0.222168	-1.98669E-4	2.13013E-7	0.222168	-2.22015E-4	2.18231E-5	0.222168	-2.24213E-4	2.30042E-5	0.222168	-2.54303E-4	4.08447E-5	0.222168	-2.9715E-4	5.65491E-5	0.222168	-3.17688E-4	6.31714E-5
0.219727	-2.04895E-4	2.75848E-7	0.219727	-2.29462E-4	2.36053E-5	0.219727	-2.31964E-4	2.48352E-5	0.219727	-2.65289E-4	4.28589E-5	0.219727	-3.08563E-4	5.896E-5	0.219727	-3.29193E-4	6.61621E-5
0.217285	-2.12006E-4	1.52588E-7	0.217285	-2.3819E-4	2.42218E-5	0.217285	-2.4054E-4	2.5412E-5	0.217285	-2.74475E-4	4.54102E-5	0.217285	-3.20587E-4	6.14319E-5	0.217285	-3.40179E-4	6.64978E-5
0.214844	-2.18201E-4	3.28979E-7	0.214844	-2.46002E-4	2.58545E-5	0.214844	-2.48779E-4	2.742E-5	0.214844	-2.85034E-4	4.71802E-5	0.214844	-3.31543E-4	6.33545E-5	0.214844	-3.53485E-4	7.11975E-5
0.212402	-2.24945E-4	1.11877E-7	0.212402	-2.54089E-4	2.62909E-5	0.212402	-2.56744E-4	2.79602E-5	0.212402	-2.94922E-4	4.9408E-5	0.212402	-3.43811E-4	6.61926E-5	0.212402	-3.65509E-4	7.31201E-5
0.209961	-2.3111E-4	3.63525E-7	0.209961	-2.62054E-4	2.79663E-5	0.209961	-2.65137E-4	2.99225E-5	0.209961	-3.04169E-4	4.95911E-5	0.209961	-3.54736E-4	6.86951E-5	0.209961	-3.78418E-4	7.63855E-5
0.20752	-2.37579E-4	5.90515E-8	0.20752	-2.69897E-4	2.86011E-5	0.20752	-2.72888E-4	3.08716E-5	0.20752	-3.14758E-4	5.25513E-5	0.20752	-3.67737E-4	7.06787E-5	0.20752	-3.89984E-4	7.76062E-5
0.205078	-2.43622E-4	3.82996E-7	0.205078	-2.78412E-4	3.09692E-5	0.205078	-2.81677E-4	3.27942E-5	0.205078	-3.24219E-4	5.3772E-5	0.205078	-3.78601E-4	7.37305E-5	0.205078	-4.03259E-4	8.02307E-5
0.202637	-2.49542E-4	5.31616E-8	0.202637	-2.85706E-4	3.18054E-5	0.202637	-2.88727E-4	3.36273E-5	0.202637	-3.34259E-4	5.5542E-5	0.202637	-3.90381E-4	7.42493E-5	0.202637	-4.14917E-4	8.23669E-5
0.200195	-2.55463E-4	3.70483E-7	0.200195	-2.94342E-4	3.3606E-5	0.200195	-2.97729E-4	3.52692E-5	0.200195	-3.42865E-4	5.65491E-5	0.200195	-4.01276E-4	7.75452E-5	0.200195	-4.28436E-4	8.43811E-5
0.197754	-2.61047E-4	9.73206E-8	0.197754	-3.0127E-4	3.46039E-5	0.197754	-3.04626E-4	3.68561E-5	0.197754	-3.53455E-4	5.88989E-5	0.197754	-4.1391E-4	8.00781E-5	0.197754	-4.40704E-4	8.84705E-5
0.195313	-2.66724E-4	3.31421E-7	0.195313	-3.09845E-4	3.60504E-5	0.195313	-3.13416E-4	3.80127E-5	0.195313	-3.62396E-4	6.14929E-5	0.195313	-4.25781E-4	8.34961E-5	0.195313	-4.53552E-4	8.95691E-5
0.192871	-2.71667E-4	1.43127E-7	0.192871	-3.16101E-4	3.72681E-5	0.192871	-3.19916E-4	3.98254E-5	0.192871	-3.73352E-4	6.40259E-5	0.192871	-4.37836E-4	8.53577E-5	0.192871	-4.65546E-4	9.37195E-5
0.19043	-2.77039E-4	2.26105E-7	0.19043	-3.24158E-4	3.84003E-5	0.19043	-3.28278E-4	4.10492E-5	0.19043	-3.81409E-4	6.59485E-5	0.19043	-4.49066E-4	8.74634E-5	0.19043	-4.78729E-4	9.63745E-5
0.187988	-2.81342E-4	2.14142E-7	0.187988	-3.30353E-4	3.99841E-5	0.187988	-3.34778E-4	4.29047E-5	0.187988	-3.92395E-4	6.88171E-5	0.187988	-4.60297E-4	8.89282E-5	0.187988	-4.91028E-4	9.91821E-5
0.185547	-2.86346E-4	1.69952E-7	0.185547	-3.37982E-4	4.09912E-5	0.185547	-3.42682E-4	4.39545E-5	0.185547	-4.01398E-4	7.11975E-5	0.185547	-4.729E-4	9.30481E-5	0.185547	-5.03235E-4	1.00372E-4
0.183105	-2.90039E-4	2.74323E-7	0.183105	-3.44147E-4	4.28314E-5	0.183105	-3.49121E-4	4.60999E-5	0.183105	-4.10309E-4	7.15027E-5	0.183105	-4.84039E-4	9.51233E-5	0.183105	-5.15137E-4	1.03027E-4
0.180664	-2.94403E-4	1.19019E-7	0.180664	-3.51074E-4	4.36768E-5	0.180664	-3.55652E-4	4.65088E-5	0.180664	-4.19098E-4	7.3761E-5	0.180664	-4.95667E-4	9.68018E-5	0.180664	-5.27649E-4	1.05438E-4
0.178223	-2.97729E-4	3.13843E-7	0.178223	-3.57056E-4	4.58374E-5	0.178223	-3.62152E-4	4.8645E-5	0.178223	-4.2865E-4	7.60498E-5	0.178223	-5.05066E-4	9.73816E-5	0.178223	-5.3894E-4	1.06506E-4
0.175781	-3.01331E-4	7.2876E-8	0.175781	-3.63129E-4	4.66217E-5	0.175781	-3.68225E-4	4.95605E-5	0.175781	-4.37042E-4	7.77588E-5	0.175781	-5.17578E-4	1.01379E-4	0.175781	-5.51147E-4	1.09711E-4
0.17334	-3.04199E-4	3.61938E-7	0.17334	-3.69232E-4	4.93774E-5	0.17334	-3.74481E-4	5.17578E-5	0.17334	-4.45129E-4	7.84607E-5	0.17334	-5.2948E-4	1.05591E-4	0.17334	-5.63965E-4	1.13068E-4
0.170898	-3.06946E-4	4.69666E-8	0.170898	-3.74878E-4	5.08118E-5	0.170898	-3.80035E-4	5.27039E-5	0.170898	-4.54193E-4	8.18176E-5	0.170898	-5.40771E-4	1.06659E-4	0.170898	-5.76477E-4	1.16425E-4
0.168457	-3.09174E-4	3.7085E-7	0.168457	-3.80707E-4	5.29175E-5	0.168457	-3.86505E-4	5.53589E-5	0.168457	-4.62158E-4	8.37402E-5	0.168457	-5.50842E-4	1.08673E-4	0.168457	-5.87463E-4	1.15936E-4
0.166016	-3.11157E-4	3.68042E-8	0.166016	-3.85468E-4	5.3833E-5	0.166016	-3.90991E-4	5.66711E-5	0.166016	-4.71466E-4	8.6731E-5	0.166016	-5.62134E-4	1.10809E-4	0.166016	-5.96619E-4	1.16638E-4
0.163574	-3.12653E-4	3.39355E-7	0.163574	-3.90869E-4	5.57861E-5	0.163574	-3.97003E-4	5.87463E-5	0.163574	-4.77631E-4	8.69446E-5	0.163574	-5.72815E-4	1.13861E-4	0.163574	-6.09436E-4	1.21948E-4
0.161133	-3.13751E-4	8.43201E-8	0.161133	-3.94501E-4	5.63354E-5	0.161133	-4.01398E-4	6.10962E-5	0.161133	-4.86938E-4	9.01794E-5	0.161133	-5.84412E-4	1.16364E-4	0.161133	-6.22864E-4	1.2973E-4
0.158691	-3.14789E-4	2.8714E-7	0.158691	-3.99414E-4	5.76782E-5	0.158691	-4.07074E-4	6.2439E-5	0.158691	-4.93988E-4	9.24072E-5	0.158691	-5.94788E-4	1.18835E-4	0.158691	-6.35986E-4	1.31073E-4
0.15625	-3.15063E-4	1.70013E-7	0.15625	-4.02802E-4	5.92041E-5	0.15625	-4.1095E-4	6.43921E-5	0.15625	-5.02014E-4	9.32312E-5	0.15625	-6.04858E-4	1.19476E-4	0.15625	-6.47888E-4	1.32721E-4
0.153809	-3.15399E-4	1.7569E-7	0.153809	-4.07135E-4	6.03638E-5	0.153809	-4.15771E-4	6.53992E-5	0.153809	-5.09338E-4	9.74731E-5	0.153809	-6.14014E-4	1.21033E-4	0.153809	-6.5979E-4	1.3446E-4
0.151367	-3.14911E-4	2.16003E-7	0.151367	-4.09882E-4	6.19507E-5	0.151367	-4.18762E-4	6.64368E-5	0.151367	-5.17578E-4	9.91211E-5	0.151367	-6.25E-4	1.24969E-4	0.151367	-6.70776E-4	1.35651E-4
0.148926	-3.14728E-4	1.26495E-7	0.148926	-4.13879E-4	6.30188E-5	0.148926	-4.22791E-4	6.69556E-5	0.148926	-5.23682E-4	9.98535E-5	0.148926	-6.35681E-4	1.28021E-4	0.148926	-6.81763E-4	1.37146E-4
0.146484	-3.13568E-4	2.68188E-7	0.146484	-4.16321E-4	6.51855E-5	0.146484	-4.25964E-4	6.95801E-5	0.146484	-5.30701E-4	1.00922E-4	0.146484	-6.44531E-4	1.28906E-4	0.146484	-6.94275E-4	1.42303E-4
0.144043	-3.12653E-4	7.86438E-8	0.144043	-4.18976E-4	6.54297E-5	0.144043	-4.29077E-4	6.97937E-5	0.144043	-5.36499E-4	1.02448E-4	0.144043	-6.53992E-4	1.30127E-4	0.144043	-7.02515E-4	1.39282E-4
0.141602	-3.11005E-4	3.11707E-7	0.141602	-4.21082E-4	6.69556E-5	0.141602	-4.31976E-4	7.18384E-5	0.141602	-5.42603E-4	1.03546E-4	0.141602	-6.62231E-4	1.32416E-4	0.141602	-7.14111E-4	1.4386E-4
0.13916	-3.0954E-4	2.48108E-8	0.13916	-4.23645E-4	6.81152E-5	0.13916	-4.34692E-4	7.25098E-5	0.13916	-5.48096E-4	1.04919E-4	0.13916	-6.72302E-4	1.34247E-4	0.13916	-7.24792E-4	1.46973E-4
0.136719	-3.07434E-4	3.52661E-7	0.136719	-4.25873E-4	7.06482E-5	0.136719	-4.37012E-4	7.40051E-5	0.136719	-5.52063E-4	1.04584E-4	0.136719	-6.79932E-4	1.36475E-4	0.136719	-7.36389E-4	1.50391E-4
0.134277	-3.0542E-4	1.32141E-8	0.134277	-4.27612E-4	7.14722E-5	0.134277	-4.38599E-4	7.40051E-5	0.134277	-5.57861E-4	1.07971E-4	0.134277	-6.88782E-4	1.36719E-4	0.134277	-7.45544E-4	1.51459E-4
0.131836	-3.02979E-4	3.54675E-7	0.131836	-4.29596E-4	7.34863E-5	0.131836	-4.41162E-4	7.63855E-5	0.131836	-5.62744E-4	1.09772E-4	0.131836	-6.96411E-4	1.40717E-4	0.131836	-7.56531E-4	1.54083E-4
0.129395	-3.00568E-4	3.86353E-8	0.129395	-4.30908E-4	7.44324E-5	0.129395	-4.42505E-4	7.77283E-5	0.129395	-5.67322E-4	1.09497E-4	0.129395	-7.06482E-4	1.43799E-4	0.129395	-7.66602E-4	1.58051E-4
0.126953	-2.97791E-4	3.04565E-7	0.126953	-4.32343E-4	7.50732E-5	0.126953	-4.44763E-4	7.9071E-5	0.126953	-5.71289E-4	1.11298E-4	0.126953	-7.14111E-4	1.44135E-4	0.126953	-7.76978E-4	1.58386E-4
0.124512	-2.94983E-4	1.05255E-7	0.124512	-4.33197E-4	7.61108E-5	0.124512	-4.45618E-4	8.02612E-5	0.124512	-5.76782E-4	1.13861E-4	0.124512	-7.23267E-4	1.47308E-4	0.124512	-7.84607E-4	1.58875E-4
0.12207	-2.92114E-4	2.16064E-7	0.12207	-4.34937E-4	7.79114E-5	0.12207	-4.47388E-4	8.078E-5	0.12207	-5.80139E-4	1.14929E-4	0.12207	-7.30591E-4	1.47644E-4	0.12207	-7.94678E-4	1.62537E-4
0.119629	-2.89093E-4	1.87622E-7	0.119629	-4.35638E-4	7.9834E-5	0.119629	-4.47845E-4	8.1543E-5	0.119629	-5.84717E-4	1.15936E-4	0.119629	-7.3822E-4	1.49628E-4	0.119629	-8.04749E-4	1.65924E-4
0.117188	-2.86133E-4	1.59882E-7	0.117188	-4.37195E-4	8.03528E-5	0.117188	-4.49799E-4	8.31299E-5	0.117188	-5.87769E-4	1.17462E-4	0.117188	-7.45544E-4	1.51215E-4	0.117188	-8.13599E-4	1.64734E-4
0.114746	-2.82898E-4	2.37762E-7	0.114746	-4.37439E-4	8.14819E-5	0.114746	-4.50317E-4	8.5144E-5	0.114746	-5.92041E-4	1.18073E-4	0.114746	-7.51343E-4	1.51215E-4	0.114746	-8.23364E-4	1.67328E-4
0.112305	-2.79907E-4	1.14563E-7	0.112305	-4.38385E-4	8.12988E-5	0.112305	-4.51538E-4	8.49609E-5	0.112305	-5.96008E-4	1.21216E-4	0.112305	-7.58972E-4	1.55182E-4	0.112305	-8.32214E-4	1.68579E-4
0.109863	-2.76611E-4	2.81464E-7	0.109863	-4.3808E-4	8.13293E-5	0.109863	-4.52118E-4	8.65173E-5	0.109863	-5.9906E-4	1.20697E-4	0.109863	-7.65076E-4	1.55396E-4	0.109863	-8.40454E-4	1.70715E-4
0.107422	-2.73621E-4	7.53174E-8	0.107422	-4.38538E-4	8.09021E-5	0.107422	-4.53125E-4	8.67004E-5	0.107422	-6.03333E-4	1.23871E-4	0.107422	-7.7179E-4	1.56097E-4	0.107422	-8.43201E-4	1.65283E-4
0.10498	-2.70294E-4	3.33557E-7	0.10498	-4.38416E-4	8.27026E-5	0.10498	-4.5343E-4	8.78296E-5	0.10498	-6.073E-4	1.24542E-4	0.10498	-7.77588E-4	1.57959E-4	0.10498	-8.52661E-4	1.75354E-4
0.102539	-2.67365E-4	2.21558E-8	0.102539	-4.39148E-4	8.39539E-5	0.102539	-4.5459E-4	8.89282E-5	0.102539	-6.09741E-4	1.2381E-4	0.102539	-7.83691E-4	1.59576E-4	0.102539	-8.5907E-4	1.74896E-4
0.100098	-2.64069E-4	3.51257E-7	0.100098	-4.39667E-4	8.63037E-5	0.100098	-4.55383E-4	9.10645E-5	0.100098	-6.12183E-4	1.24634E-4	0.100098	-7.87048E-4	1.5744E-4	0.100098	-8.66699E-4	1.76331E-4
0.0976563	-2.61261E-4	1.98975E-8	0.0976563	-4.4046E-4	8.69751E-5	0.0976563	-4.56146E-4	9.09729E-5	0.0976563	-6.15234E-4	1.24847E-4	0.0976563	-7.94373E-4	1.64032E-4	0.0976563	-8.71887E-4	1.77246E-4
0.0952148	-2.57996E-4	3.43628E-7	0.0952148	-4.40613E-4	8.78906E-5	0.0952148	-4.5694E-4	9.18579E-5	0.0952148	-6.1676E-4	1.25336E-4	0.0952148	-8.01697E-4	1.66809E-4	0.0952148	-8.83789E-4	1.85059E-4
0.0927734	-2.5531E-4	7.6416E-8	0.0927734	-4.40948E-4	8.7738E-5	0.0927734	-4.57275E-4	9.22241E-5	0.0927734	-6.19812E-4	1.27472E-4	0.0927734	-8.08105E-4	1.66687E-4	0.0927734	-8.91724E-4	1.84692E-4
0.090332	-2.52197E-4	2.75879E-7	0.090332	-4.41559E-4	8.92334E-5	0.090332	-4.57733E-4	9.17664E-5	0.090332	-6.22253E-4	1.28967E-4	0.090332	-8.13904E-4	1.6806E-4	0.090332	-8.98743E-4	1.82343E-4
0.0878906	-2.49512E-4	1.57043E-7	0.0878906	-4.42169E-4	9.07593E-5	0.0878906	-4.57886E-4	9.27429E-5	0.0878906	-6.25E-4	1.28845E-4	0.0878906	-8.18481E-4	1.65375E-4	0.0878906	-9.04846E-4	1.84265E-4
0.0854492	-2.46582E-4	1.96014E-7	0.0854492	-4.42963E-4	9.12476E-5	0.0854492	-4.58679E-4	9.34448E-5	0.0854492	-6.26526E-4	1.30035E-4	0.0854492	-8.21838E-4	1.66107E-4	0.0854492	-9.13391E-4	1.89026E-4
0.0830078	-2.43927E-4	2.18475E-7	0.0830078	-4.43237E-4	9.20105E-5	0.0830078	-4.58527E-4	9.40247E-5	0.0830078	-6.28662E-4	1.29517E-4	0.0830078	-8.27637E-4	1.71112E-4	0.0830078	-9.18884E-4	1.86523E-4
0.0805664	-2.41272E-4	1.59271E-7	0.0805664	-4.44E-4	9.18274E-5	0.0805664	-4.59229E-4	9.34143E-5	0.0805664	-6.31104E-4	1.32965E-4	0.0805664	-8.33435E-4	1.73401E-4	0.0805664	-9.25903E-4	1.88293E-4
0.078125	-2.38647E-4	2.64557E-7	0.078125	-4.43665E-4	9.13086E-5	0.078125	-4.58954E-4	9.42993E-5	0.078125	-6.3385E-4	1.32355E-4	0.078125	-8.38318E-4	1.72699E-4	0.078125	-9.33838E-4	1.92017E-4
0.0756836	-2.36176E-4	1.12274E-7	0.0756836	-4.44183E-4	9.03931E-5	0.0756836	-4.59381E-4	9.375E-5	0.0756836	-6.3385E-4	1.30493E-4	0.0756836	-8.4259E-4	1.72058E-4	0.0756836	-9.38721E-4	1.91589E-4
0.0732422	-2.33582E-4	3.10577E-7	0.0732422	-4.43939E-4	9.198E-5	0.0732422	-4.59015E-4	9.46655E-5	0.0732422	-6.3446E-4	1.29822E-4	0.0732422	-8.47778E-4	1.75293E-4	0.0732422	-9.41467E-4	1.90094E-4
0.0708008	-2.31323E-4	6.17065E-8	0.0708008	-4.44305E-4	9.17664E-5	0.0708008	-4.59595E-4	9.50012E-5	0.0708008	-6.35681E-4	1.32446E-4	0.0708008	-8.52356E-4	1.75964E-4	0.0708008	-9.48181E-4	1.97571E-4
0.0683594	-2.2879E-4	3.7561E-7	0.0683594	-4.43939E-4	9.22241E-5	0.0683594	-4.59412E-4	9.63135E-5	0.0683594	-6.36902E-4	1.32355E-4	0.0683594	-8.55713E-4	1.76605E-4	0.0683594	-9.57642E-4	2.00348E-4
0.065918	-2.26685E-4	3.07007E-8	0.065918	-4.44092E-4	9.14001E-5	0.065918	-4.60114E-4	9.63745E-5	0.065918	-6.37512E-4	1.33057E-4	0.065918	-8.60291E-4	1.76514E-4	0.065918	-9.61304E-4	1.96625E-4
0.0634766	-2.24213E-4	3.71399E-7	0.0634766	-4.43268E-4	9.14001E-5	0.0634766	-4.60144E-4	9.75037E-5	0.0634766	-6.38733E-4	1.33453E-4	0.0634766	-8.63037E-4	1.78162E-4	0.0634766	-9.66187E-4	1.97632E-4
0.0610352	-2.2229E-4	5.03235E-8	0.0610352	-4.43085E-4	9.01794E-5	0.0610352	-4.60419E-4	9.67712E-5	0.0610352	-6.40259E-4	1.34399E-4	0.0610352	-8.66394E-4	1.77551E-4	0.0610352	-9.70154E-4	1.98547E-4
0.0585938	-2.19879E-4	3.43323E-7	0.0585938	-4.4223E-4	9.07593E-5	0.0585938	-4.60175E-4	9.63745E-5	0.0585938	-6.41785E-4	1.36475E-4	0.0585938	-8.69141E-4	1.80878E-4	0.0585938	-9.76868E-4	2.02026E-4
0.0561523	-2.18079E-4	1.138E-7	0.0561523	-4.41986E-4	9.1217E-5	0.0561523	-4.60175E-4	9.68018E-5	0.0561523	-6.44226E-4	1.36749E-4	0.0561523	-8.6853E-4	1.72974E-4	0.0561523	-9.79309E-4	1.98944E-4
0.0537109	-2.1582E-4	2.63672E-7	0.0537109	-4.41498E-4	9.21936E-5	0.0537109	-4.60205E-4	9.69543E-5	0.0537109	-6.46057E-4	1.39282E-4	0.0537109	-8.69751E-4	1.77734E-4	0.0537109	-9.85107E-4	2.02057E-4
0.0512695	-2.14081E-4	2.06848E-7	0.0512695	-4.41498E-4	9.28345E-5	0.0512695	-4.60266E-4	9.78088E-5	0.0512695	-6.48804E-4	1.38763E-4	0.0512695	-8.75854E-4	1.84143E-4	0.0512695	-9.90906E-4	2.04071E-4
0.0488281	-2.11975E-4	1.92749E-7	0.0488281	-4.4162E-4	9.375E-5	0.0488281	-4.60754E-4	9.8175E-5	0.0488281	-6.49719E-4	1.38184E-4	0.0488281	-8.80127E-4	1.83807E-4	0.0488281	-9.96704E-4	2.05414E-4
0.0463867	-2.10205E-4	2.46246E-7	0.0463867	-4.41437E-4	9.42688E-5	0.0463867	-4.60388E-4	9.85107E-5	0.0463867	-6.51245E-4	1.37695E-4	0.0463867	-8.82874E-4	1.82465E-4	0.0463867	-0.00100281	2.08191E-4
0.0439453	-2.08313E-4	1.58051E-7	0.0439453	-4.41772E-4	9.40552E-5	0.0439453	-4.60754E-4	9.76868E-5	0.0439453	-6.52161E-4	1.38763E-4	0.0439453	-8.86841E-4	1.8396E-4	0.0439453	-0.00100616	2.06268E-4
0.0415039	-2.06543E-4	2.87476E-7	0.0415039	-4.41864E-4	9.60999E-5	0.0415039	-4.60449E-4	9.89075E-5	0.0415039	-6.53381E-4	1.3736E-4	0.0415039	-8.90503E-4	1.85028E-4	0.0415039	-0.00100555	2.04865E-4
0.0390625	-2.04865E-4	1.13464E-7	0.0390625	-4.42841E-4	9.66797E-5	0.0390625	-4.6106E-4	9.87854E-5	0.0390625	-6.52771E-4	1.37604E-4	0.0390625	-8.95386E-4	1.86584E-4	0.0390625	-0.00100525	2.05688E-4
0.0366211	-2.03064E-4	3.56812E-7	0.0366211	-4.43024E-4	9.79004E-5	0.0366211	-4.60876E-4	1.00006E-4	0.0366211	-6.53687E-4	1.37482E-4	0.0366211	-8.98132E-4	1.87805E-4	0.0366211	-0.00100586	2.06299E-4
0.0341797	-2.01569E-4	5.17883E-8	0.0341797	-4.44153E-4	9.75952E-5	0.0341797	-4.61823E-4	1.00037E-4	0.0341797	-6.54602E-4	1.39496E-4	0.0341797	-9.01489E-4	1.86981E-4	0.0341797	-0.00100708	2.0636E-4
0.0317383	-1.99768E-4	3.82996E-7	0.0317383	-4.44275E-4	9.85107E-5	0.0317383	-4.61578E-4	1.00281E-4	0.0317383	-6.56128E-4	1.40076E-4	0.0317383	-8.99658E-4	1.80756E-4	0.0317383	-0.00101501	2.11639E-4
0.0292969	-1.98395E-4	5.2124E-8	0.0292969	-4.45129E-4	9.7168E-5	0.0292969	-4.62219E-4	9.95178E-5	0.0292969	-6.57349E-4	1.40533E-4	0.0292969	-9.00879E-4	1.86066E-4	0.0292969	-0.0010199	2.11395E-4
0.0268555	-1.96594E-4	3.83301E-7	0.0268555	-4.4519E-4	9.80835E-5	0.0268555	-4.62067E-4	1.00586E-4	0.0268555	-6.59485E-4	1.42883E-4	0.0268555	-9.03931E-4	1.89911E-4	0.0268555	-0.0010202	2.06238E-4
0.0244141	-1.95404E-4	8.09326E-8	0.0244141	-4.46594E-4	9.92126E-5	0.0244141	-4.62677E-4	1.0083E-4	0.0244141	-6.61621E-4	1.42883E-4	0.0244141	-9.08203E-4	1.9104E-4	0.0244141	-0.00101929	2.08221E-4
0.0219727	-1.93604E-4	3.18115E-7	0.0219727	-4.47144E-4	1.00769E-4	0.0219727	-4.62708E-4	1.00922E-4	0.0219727	-6.61926E-4	1.40045E-4	0.0219727	-9.08813E-4	1.85669E-4	0.0219727	-0.00102509	2.14203E-4
0.0195313	-1.92474E-4	1.62567E-7	0.0195313	-4.48608E-4	1.01288E-4	0.0195313	-4.63104E-4	1.01227E-4	0.0195313	-6.62231E-4	1.4032E-4	0.0195313	-9.07593E-4	1.84357E-4	0.0195313	-0.00103424	2.16827E-4
0.0170898	-1.90796E-4	2.43988E-7	0.0170898	-4.49432E-4	1.01593E-4	0.0170898	-4.63043E-4	1.00159E-4	0.0170898	-6.62842E-4	1.41754E-4	0.0170898	-9.08813E-4	1.90735E-4	0.0170898	-0.00104095	2.15088E-4
0.0146484	-1.89667E-4	2.21466E-7	0.0146484	-4.50348E-4	1.01166E-4	0.0146484	-4.6283E-4	1.00006E-4	0.0146484	-6.62842E-4	1.39221E-4	0.0146484	-9.12476E-4	1.91101E-4	0.0146484	-0.00104584	2.17896E-4
0.012207	-1.88141E-4	1.95709E-7	0.012207	-4.50775E-4	9.92126E-5	0.012207	-4.63196E-4	1.00342E-4	0.012207	-6.62231E-4	1.41357E-4	0.012207	-9.16748E-4	1.93604E-4	0.012207	-0.00104706	2.14233E-4
0.00976563	-1.86951E-4	2.6181E-7	0.00976563	-4.51324E-4	1.00586E-4	0.00976563	-4.6283E-4	1.01532E-4	0.00976563	-6.62842E-4	1.40533E-4	0.00976563	-9.198E-4	1.90369E-4	0.00976563	-0.00105133	2.1875E-4
0.00732422	-1.85577E-4	1.41083E-7	0.00732422	-4.52026E-4	1.00403E-4	0.00732422	-4.63135E-4	1.00342E-4	0.00732422	-6.62537E-4	1.41144E-4	0.00732422	-9.21936E-4	1.91376E-4	0.00732422	-0.00105072	2.13226E-4
0.00488281	-1.84326E-4	3.15094E-7	0.00488281	-4.51935E-4	9.9884E-5	0.00488281	-4.62555E-4	1.00922E-4	0.00488281	-6.63452E-4	1.40991E-4	0.00488281	-9.21936E-4	1.89148E-4	0.00488281	-0.00105591	2.21924E-4
0.00244141	-1.83167E-4	9.41772E-8	0.00244141	-4.52362E-4	9.86328E-5	0.00244141	-4.62921E-4	1.00342E-4	0.00244141	-6.63757E-4	1.42365E-4	0.00244141	-9.22241E-4	1.92444E-4	0.00244141	-0.00105927	2.18109E-4
