Potential applied (V);Time (s);WE(1).Current (A);WE(1).Potential (V);Scan;Index;Q+;Q-
-0.19683837890625;22.4880649432231;-0.0005474853515625;-0.1966552734375;2;1501;;
-0.195770263671875;22.4987459431961;-0.000545654296875;-0.195648193359375;2;1502;;
-0.1947021484375;22.5094269431692;-0.00054443359375;-0.194580078125;2;1503;;
-0.193634033203125;22.5201079431422;-0.00054290771484375;-0.19354248046875;2;1504;;
-0.19256591796875;22.5307889431152;-0.00054168701171875;-0.192413330078125;2;1505;;
-0.191497802734375;22.5414699430883;-0.00054046630859375;-0.191314697265625;2;1506;;
-0.1904296875;22.5521509430613;-0.0005389404296875;-0.1903076171875;2;1507;;
-0.189361572265625;22.5628319430343;-0.0005377197265625;-0.189178466796875;2;1508;;
-0.18829345703125;22.5735129430074;-0.0005364990234375;-0.188140869140625;2;1509;;
-0.187225341796875;22.5841939429804;-0.0005352783203125;-0.187103271484375;2;1510;;
-0.1861572265625;22.5948749429534;-0.0005340576171875;-0.18597412109375;2;1511;;
-0.185089111328125;22.6055559429265;-0.0005328369140625;-0.184967041015625;2;1512;;
-0.18402099609375;22.6162369428995;-0.0005316162109375;-0.18389892578125;2;1513;;
-0.182952880859375;22.6269179428725;-0.0005303955078125;-0.182861328125;2;1514;;
-0.181884765625;22.6375989428456;-0.0005291748046875;-0.1817626953125;2;1515;;
-0.180816650390625;22.6482799428186;-0.00052825927734375;-0.180694580078125;2;1516;;
-0.17974853515625;22.6589609427916;-0.00052703857421875;-0.179656982421875;2;1517;;
-0.178680419921875;22.6696419427647;-0.00052581787109375;-0.17852783203125;2;1518;;
-0.1776123046875;22.6803229427377;-0.00052490234375;-0.177520751953125;2;1519;;
-0.176544189453125;22.6910039427107;-0.000523681640625;-0.176422119140625;2;1520;;
-0.17547607421875;22.7016849426838;-0.0005224609375;-0.17535400390625;2;1521;;
-0.174407958984375;22.7123659426568;-0.00052154541015625;-0.17437744140625;2;1522;;
-0.17333984375;22.7230469426298;-0.00052032470703125;-0.173248291015625;2;1523;;
-0.172271728515625;22.7337279426029;-0.0005194091796875;-0.172088623046875;2;1524;;
