Potential applied (V);Time (s);WE(1).Current (A);WE(1).Potential (V);Index;WE(2).Current (A);Current range
-0.148468017578125;162.315311590193;-3.12713623046875E-05;-0.14837646484375;1635;1.22314453125E-05;100 µA
-0.14892578125;162.406864589962;-3.08013916015625E-05;-0.148834228515625;1636;1.23291015625E-05;100 µA
-0.149383544921875;162.498417589731;-3.1756591796875E-05;-0.14923095703125;1637;1.22772216796875E-05;100 µA
-0.14984130859375;162.5899705895;-3.1744384765625E-05;-0.14971923828125;1638;1.23138427734375E-05;100 µA
-0.150299072265625;162.681523589269;-3.18939208984375E-05;-0.15020751953125;1639;1.23321533203125E-05;100 µA
-0.1507568359375;162.773076589037;-3.21807861328125E-05;-0.150604248046875;1640;1.23565673828125E-05;100 µA
-0.151214599609375;162.864629588806;-3.18878173828125E-05;-0.15106201171875;1641;1.2384033203125E-05;100 µA
-0.15167236328125;162.956182588575;-3.19091796875E-05;-0.151519775390625;1642;1.23992919921875E-05;100 µA
-0.152130126953125;163.047735588344;-3.21136474609375E-05;-0.15203857421875;1643;1.25091552734375E-05;100 µA
-0.152587890625;163.139288588113;-3.3575439453125E-05;-0.1524658203125;1644;1.2506103515625E-05;100 µA
-0.153045654296875;163.230841587882;-3.34320068359375E-05;-0.1529541015625;1645;1.25396728515625E-05;100 µA
-0.15350341796875;163.322394587651;-3.37066650390625E-05;-0.153350830078125;1646;1.25E-05;100 µA
-0.153961181640625;163.413947587419;-3.26995849609375E-05;-0.153839111328125;1647;1.2542724609375E-05;100 µA
-0.1544189453125;163.505500587188;-3.251953125E-05;-0.154266357421875;1648;1.24755859375E-05;100 µA
-0.154876708984375;163.597053586957;-3.37615966796875E-05;-0.154754638671875;1649;1.25335693359375E-05;100 µA
-0.15533447265625;163.688606586726;-3.29620361328125E-05;-0.15521240234375;1650;1.25946044921875E-05;100 µA
-0.155792236328125;163.780159586495;-3.4991455078125E-05;-0.1556396484375;1651;1.26373291015625E-05;100 µA
-0.15625;163.871712586264;-3.394775390625E-05;-0.15618896484375;1652;1.2640380859375E-05;100 µA
-0.156707763671875;163.963265586033;-3.40057373046875E-05;-0.156585693359375;1653;1.26678466796875E-05;100 µA
-0.15716552734375;164.054818585801;-3.41644287109375E-05;-0.157012939453125;1654;1.2677001953125E-05;100 µA
-0.157623291015625;164.14637158557;-3.45245361328125E-05;-0.157470703125;1655;1.26953125E-05;100 µA
-0.1580810546875;164.237924585339;-3.4228515625E-05;-0.157928466796875;1656;1.2713623046875E-05;100 µA
-0.158538818359375;164.329477585108;-3.49578857421875E-05;-0.1583251953125;1657;1.282958984375E-05;100 µA
-0.15899658203125;164.421030584877;-3.511962890625E-05;-0.158843994140625;1658;1.2774658203125E-05;100 µA
-0.159454345703125;164.512583584646;-3.4503173828125E-05;-0.1593017578125;1659;1.2847900390625E-05;100 µA
-0.159912109375;164.604136584415;-3.4619140625E-05;-0.1597900390625;1660;1.28021240234375E-05;100 µA
-0.160369873046875;164.695689584183;-3.56781005859375E-05;-0.16021728515625;1661;1.28631591796875E-05;100 µA
-0.16082763671875;164.787242583952;-3.68072509765625E-05;-0.16070556640625;1662;1.2939453125E-05;100 µA
-0.161285400390625;164.878795583721;-3.56903076171875E-05;-0.161102294921875;1663;1.29669189453125E-05;100 µA
-0.1617431640625;164.97034858349;-3.565673828125E-05;-0.161590576171875;1664;1.29669189453125E-05;100 µA
-0.162200927734375;165.061901583259;-3.55712890625E-05;-0.16204833984375;1665;1.3165283203125E-05;100 µA
-0.16265869140625;165.153454583028;-3.546142578125E-05;-0.162506103515625;1666;1.30126953125E-05;100 µA
